level	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
3	4983	544812	#ff0071	1.0	Instance 0x6000000000000000 Size=1.953 KiB	4					355
2	6772	544836	#008aff	1.0	Instance 0x6000000000000001 Size=160 B	19					587
1	6928	544778	#008aff	1.0	Instance 0x6000000000000002 Size=90 B	19					354
