time	count
9264.00	1.00
9290.00	0.00
9312.00	1.00
9324.00	0.00
9343.00	1.00
9370.00	0.00
9397.00	1.00
9417.00	0.00
9444.00	1.00
9472.00	0.00
9498.00	1.00
9515.00	0.00
9544.00	1.00
9569.00	0.00
9591.00	1.00
9606.00	0.00
9626.00	1.00
9650.00	0.00
9679.00	1.00
9698.00	0.00
9726.00	1.00
9749.00	0.00
9778.00	1.00
9797.00	0.00
9825.00	1.00
9844.00	0.00
9863.00	1.00
9879.00	0.00
9906.00	1.00
9929.00	0.00
9959.00	1.00
9977.00	0.00
10005.00	1.00
10033.00	0.00
10061.00	1.00
10075.00	0.00
10094.00	1.00
10176.00	0.00
10200.00	1.00
10238.00	0.00
10266.00	1.00
10321.00	0.00
10342.00	1.00
10852.00	0.00
10877.00	1.00
10910.00	0.00
10936.00	1.00
10963.00	0.00
10991.00	1.00
11019.00	0.00
11045.00	1.00
11073.00	0.00
11102.00	1.00
11131.00	0.00
11157.00	1.00
11184.00	0.00
11211.00	1.00
11241.00	0.00
11272.00	1.00
11298.00	0.00
11327.00	1.00
11352.00	0.00
11375.00	1.00
11393.00	0.00
11414.00	1.00
11495.00	0.00
11516.00	1.00
11535.00	0.00
11557.00	1.00
11577.00	0.00
11603.00	1.00
11633.00	0.00
11703.00	1.00
11729.00	0.00
11760.00	1.00
11781.00	0.00
11808.00	1.00
11849.00	0.00
11885.00	1.00
11909.00	0.00
11941.00	1.00
11977.00	0.00
12017.00	1.00
12052.00	0.00
12082.00	1.00
12103.00	0.00
12142.00	1.00
12167.00	0.00
12202.00	1.00
12238.00	0.00
12279.00	1.00
12301.00	0.00
12345.00	1.00
12370.00	0.00
12405.00	1.00
12440.00	0.00
12477.00	1.00
12499.00	0.00
12537.00	1.00
12564.00	0.00
12598.00	1.00
12633.00	0.00
12667.00	1.00
12701.00	0.00
12740.00	1.00
12774.00	0.00
12806.00	1.00
12912.00	0.00
12946.00	1.00
13019.00	0.00
13053.00	1.00
13116.00	0.00
13146.00	1.00
13992.00	0.00
14029.00	1.00
14114.00	0.00
14151.00	1.00
14176.00	0.00
14212.00	1.00
14230.00	0.00
14266.00	1.00
14282.00	0.00
14318.00	1.00
14335.00	0.00
14372.00	1.00
14406.00	0.00
14443.00	1.00
14580.00	0.00
14615.00	1.00
14758.00	0.00
14793.00	1.00
14827.00	0.00
14855.00	1.00
14914.00	0.00
14947.00	1.00
15043.00	0.00
15091.00	1.00
15881.00	0.00
15939.00	1.00
15973.00	0.00
16006.00	1.00
16032.00	0.00
16060.00	1.00
16086.00	0.00
16115.00	1.00
16142.00	0.00
16170.00	1.00
16199.00	0.00
16226.00	1.00
16253.00	0.00
16282.00	1.00
16308.00	0.00
16372.00	1.00
17734.00	0.00
17768.00	1.00
17799.00	0.00
17827.00	1.00
17853.00	0.00
17881.00	1.00
17955.00	0.00
17982.00	1.00
18008.00	0.00
18033.00	1.00
18055.00	0.00
18082.00	1.00
18103.00	0.00
18130.00	1.00
18151.00	0.00
18176.00	1.00
18197.00	0.00
18230.00	1.00
18284.00	0.00
18311.00	1.00
18327.00	0.00
18353.00	1.00
18410.00	0.00
18652.00	1.00
18694.00	0.00
18717.00	1.00
18733.00	0.00
18760.00	1.00
18795.00	0.00
18823.00	1.00
18851.00	0.00
18881.00	1.00
18899.00	0.00
18931.00	1.00
18965.00	0.00
19002.00	1.00
19041.00	0.00
19076.00	1.00
19098.00	0.00
19131.00	1.00
19170.00	0.00
19209.00	1.00
19247.00	0.00
19283.00	1.00
19319.00	0.00
19378.00	1.00
19408.00	0.00
19439.00	1.00
19709.00	0.00
19773.00	1.00
19867.00	0.00
19906.00	1.00
19977.00	0.00
20010.00	1.00
20838.00	0.00
20917.00	1.00
21061.00	0.00
21154.00	1.00
21202.00	0.00
21309.00	1.00
21351.00	0.00
21443.00	1.00
21728.00	0.00
21862.00	1.00
21892.00	0.00
21937.00	1.00
22332.00	0.00
22396.00	1.00
23103.00	0.00
23208.00	1.00
23264.00	0.00
23327.00	1.00
23561.00	0.00
23701.00	1.00
23942.00	0.00
24010.00	1.00
26390.00	0.00
26448.00	1.00
26518.00	0.00
26582.00	1.00
26624.00	0.00
26654.00	1.00
26686.00	0.00
26721.00	1.00
26755.00	0.00
26788.00	1.00
26820.00	0.00
26853.00	1.00
26888.00	0.00
26929.00	1.00
26961.00	0.00
26991.00	1.00
27017.00	0.00
27321.00	1.00
27357.00	0.00
27394.00	1.00
27423.00	0.00
27454.00	1.00
27847.00	0.00
28120.00	1.00
28152.00	0.00
28182.00	1.00
28206.00	0.00
28234.00	1.00
28257.00	0.00
28287.00	1.00
28309.00	0.00
28341.00	1.00
28363.00	0.00
28393.00	1.00
28406.00	0.00
28435.00	1.00
28447.00	0.00
28477.00	1.00
28488.00	0.00
28525.00	1.00
28538.00	0.00
28572.00	1.00
28586.00	0.00
28627.00	1.00
28643.00	0.00
28680.00	1.00
28697.00	0.00
28735.00	1.00
28751.00	0.00
28785.00	1.00
28798.00	0.00
28827.00	1.00
28839.00	0.00
28876.00	1.00
28926.00	0.00
28962.00	1.00
28979.00	0.00
29011.00	1.00
29068.00	0.00
29503.00	1.00
29550.00	0.00
29600.00	1.00
29618.00	0.00
29656.00	1.00
30078.00	0.00
30115.00	1.00
30165.00	0.00
30506.00	1.00
30526.00	0.00
30557.00	1.00
30609.00	0.00
30639.00	1.00
30673.00	0.00
30704.00	1.00
30726.00	0.00
30762.00	1.00
30795.00	0.00
30825.00	1.00
30856.00	0.00
30887.00	1.00
30912.00	0.00
30941.00	1.00
30966.00	0.00
30997.00	1.00
31154.00	0.00
31186.00	1.00
31201.00	0.00
31234.00	1.00
31251.00	0.00
31292.00	1.00
31309.00	0.00
31344.00	1.00
31356.00	0.00
31382.00	1.00
31395.00	0.00
31420.00	1.00
31451.00	0.00
31479.00	1.00
31880.00	0.00
31942.00	1.00
32032.00	0.00
32060.00	1.00
32928.00	0.00
32960.00	1.00
32991.00	0.00
33026.00	1.00
33042.00	0.00
33072.00	1.00
33123.00	0.00
33157.00	1.00
33174.00	0.00
33209.00	1.00
33221.00	0.00
33256.00	1.00
33306.00	0.00
33340.00	1.00
33357.00	0.00
33392.00	1.00
33502.00	0.00
33536.00	1.00
33541.00	0.00
33567.00	1.00
33572.00	0.00
33599.00	1.00
33605.00	0.00
33630.00	1.00
33635.00	0.00
33659.00	1.00
33664.00	0.00
33690.00	1.00
33695.00	0.00
33720.00	1.00
33725.00	0.00
33751.00	1.00
33756.00	0.00
33782.00	1.00
33786.00	0.00
33822.00	1.00
33827.00	0.00
34192.00	1.00
34198.00	0.00
34224.00	1.00
34229.00	0.00
34254.00	1.00
34259.00	0.00
34284.00	1.00
34288.00	0.00
34312.00	1.00
34317.00	0.00
34343.00	1.00
34348.00	0.00
34639.00	1.00
34789.00	0.00
34838.00	1.00
34863.00	0.00
34895.00	1.00
34945.00	0.00
34973.00	1.00
35044.00	0.00
35123.00	1.00
36045.00	0.00
36083.00	1.00
36120.00	0.00
36154.00	1.00
36189.00	0.00
36223.00	1.00
36673.00	0.00
36710.00	1.00
36743.00	0.00
36814.00	1.00
36845.00	0.00
36875.00	1.00
36906.00	0.00
36935.00	1.00
36962.00	0.00
37006.00	1.00
37042.00	0.00
37142.00	1.00
37172.00	0.00
37202.00	1.00
37365.00	0.00
37428.00	1.00
37515.00	0.00
37552.00	1.00
37585.00	0.00
37628.00	1.00
37657.00	0.00
37689.00	1.00
37710.00	0.00
37736.00	1.00
37764.00	0.00
37799.00	1.00
37825.00	0.00
37860.00	1.00
37907.00	0.00
37940.00	1.00
37958.00	0.00
37984.00	1.00
38030.00	0.00
38075.00	1.00
38112.00	0.00
38143.00	1.00
38159.00	0.00
38191.00	1.00
38226.00	0.00
38254.00	1.00
38292.00	0.00
38328.00	1.00
38348.00	0.00
38384.00	1.00
38418.00	0.00
38449.00	1.00
38480.00	0.00
38512.00	1.00
38535.00	0.00
38574.00	1.00
38611.00	0.00
38643.00	1.00
38679.00	0.00
38711.00	1.00
38745.00	0.00
38778.00	1.00
38810.00	0.00
38854.00	1.00
38995.00	0.00
39069.00	1.00
39132.00	0.00
39166.00	1.00
39235.00	0.00
39278.00	1.00
40073.00	0.00
40113.00	1.00
40119.00	0.00
40743.00	1.00
40827.00	0.00
40868.00	1.00
40890.00	0.00
40936.00	1.00
40950.00	0.00
40977.00	1.00
40989.00	0.00
41016.00	1.00
41029.00	0.00
41056.00	1.00
41245.00	0.00
41275.00	1.00
41389.00	0.00
41420.00	1.00
41453.00	0.00
41488.00	1.00
41552.00	0.00
41588.00	1.00
41671.00	0.00
41707.00	1.00
42483.00	0.00
42518.00	1.00
42555.00	0.00
42594.00	1.00
42632.00	0.00
42666.00	1.00
42698.00	0.00
42736.00	1.00
42762.00	0.00
42794.00	1.00
42819.00	0.00
42849.00	1.00
42876.00	0.00
42909.00	1.00
42935.00	0.00
42963.00	1.00
42988.00	0.00
43015.00	1.00
43039.00	0.00
43070.00	1.00
43095.00	0.00
43124.00	1.00
43201.00	0.00
43234.00	1.00
43261.00	0.00
43292.00	1.00
43313.00	0.00
43340.00	1.00
43361.00	0.00
43390.00	1.00
43411.00	0.00
43438.00	1.00
43459.00	0.00
43487.00	1.00
43526.00	0.00
43561.00	1.00
43578.00	0.00
43610.00	1.00
43651.00	0.00
43680.00	1.00
43711.00	0.00
43746.00	1.00
43765.00	0.00
43802.00	1.00
43838.00	0.00
43869.00	1.00
43907.00	0.00
43938.00	1.00
43960.00	0.00
43997.00	1.00
44030.00	0.00
44061.00	1.00
44098.00	0.00
44131.00	1.00
44153.00	0.00
44185.00	1.00
44219.00	0.00
44254.00	1.00
44289.00	0.00
44320.00	1.00
44353.00	0.00
44395.00	1.00
44428.00	0.00
44459.00	1.00
44593.00	0.00
44624.00	1.00
44684.00	0.00
44712.00	1.00
44781.00	0.00
44816.00	1.00
45675.00	0.00
45703.00	1.00
45771.00	0.00
45797.00	1.00
45812.00	0.00
45838.00	1.00
45849.00	0.00
45876.00	1.00
45888.00	0.00
45916.00	1.00
45928.00	0.00
45957.00	1.00
45969.00	0.00
45999.00	1.00
46010.00	0.00
46038.00	1.00
46049.00	0.00
46078.00	1.00
46089.00	0.00
46121.00	1.00
46132.00	0.00
46159.00	1.00
46172.00	0.00
46205.00	1.00
46220.00	0.00
46263.00	1.00
46279.00	0.00
46315.00	1.00
46327.00	0.00
46361.00	1.00
46376.00	0.00
46415.00	1.00
46429.00	0.00
46467.00	1.00
46482.00	0.00
46517.00	1.00
46528.00	0.00
46555.00	1.00
46565.00	0.00
46594.00	1.00
46622.00	0.00
46652.00	1.00
46679.00	0.00
46710.00	1.00
46851.00	0.00
46884.00	1.00
47002.00	0.00
47047.00	1.00
47079.00	0.00
47110.00	1.00
47164.00	0.00
47194.00	1.00
47278.00	0.00
47313.00	1.00
48097.00	0.00
48132.00	1.00
48168.00	0.00
48203.00	1.00
48240.00	0.00
48275.00	1.00
48308.00	0.00
48343.00	1.00
48378.00	0.00
48410.00	1.00
48437.00	0.00
48469.00	1.00
48501.00	0.00
48531.00	1.00
48560.00	0.00
48594.00	1.00
48627.00	0.00
48663.00	1.00
48695.00	0.00
48728.00	1.00
48761.00	0.00
48794.00	1.00
48878.00	0.00
48909.00	1.00
48941.00	0.00
48982.00	1.00
49009.00	0.00
49044.00	1.00
49071.00	0.00
49101.00	1.00
49128.00	0.00
49164.00	1.00
49190.00	0.00
49226.00	1.00
49271.00	0.00
49300.00	1.00
49367.00	0.00
49402.00	1.00
49465.00	0.00
49543.00	1.00
49579.00	0.00
49610.00	1.00
49629.00	0.00
49661.00	1.00
49705.00	0.00
49738.00	1.00
49778.00	0.00
49815.00	1.00
49837.00	0.00
49873.00	1.00
49923.00	0.00
49959.00	1.00
49997.00	0.00
50035.00	1.00
50061.00	0.00
50096.00	1.00
50133.00	0.00
50167.00	1.00
50209.00	0.00
50242.00	1.00
50277.00	0.00
50307.00	1.00
50341.00	0.00
50376.00	1.00
50553.00	0.00
50588.00	1.00
50667.00	0.00
50705.00	1.00
50779.00	0.00
50810.00	1.00
51823.00	0.00
51874.00	1.00
51983.00	0.00
52020.00	1.00
52040.00	0.00
52079.00	1.00
52106.00	0.00
52155.00	1.00
52180.00	0.00
52251.00	1.00
52296.00	0.00
52350.00	1.00
52648.00	0.00
52723.00	1.00
53056.00	0.00
53103.00	1.00
53134.00	0.00
53289.00	1.00
53398.00	0.00
53475.00	1.00
53580.00	0.00
53640.00	1.00
55280.00	0.00
55308.00	1.00
55338.00	0.00
55365.00	1.00
55391.00	0.00
55417.00	1.00
55444.00	0.00
55471.00	1.00
55496.00	0.00
55524.00	1.00
55550.00	0.00
55576.00	1.00
55616.00	0.00
55647.00	1.00
55673.00	0.00
55702.00	1.00
55727.00	0.00
55756.00	1.00
55781.00	0.00
55811.00	1.00
55836.00	0.00
55865.00	1.00
55944.00	0.00
55973.00	1.00
56004.00	0.00
56042.00	1.00
56070.00	0.00
56101.00	1.00
56123.00	0.00
56153.00	1.00
56174.00	0.00
56203.00	1.00
56224.00	0.00
56252.00	1.00
56291.00	0.00
56321.00	1.00
56337.00	0.00
56366.00	1.00
56407.00	0.00
56436.00	1.00
56468.00	0.00
56499.00	1.00
56521.00	0.00
56556.00	1.00
56590.00	0.00
56620.00	1.00
56650.00	0.00
56680.00	1.00
56696.00	0.00
56725.00	1.00
56755.00	0.00
56783.00	1.00
56813.00	0.00
56844.00	1.00
56860.00	0.00
56892.00	1.00
56926.00	0.00
56958.00	1.00
56989.00	0.00
57018.00	1.00
57044.00	0.00
57071.00	1.00
57104.00	0.00
57142.00	1.00
57280.00	0.00
57313.00	1.00
57372.00	0.00
57404.00	1.00
57463.00	0.00
57492.00	1.00
58149.00	0.00
58186.00	1.00
58297.00	0.00
58335.00	1.00
58355.00	0.00
58389.00	1.00
58407.00	0.00
58442.00	1.00
58459.00	0.00
58494.00	1.00
58510.00	0.00
58546.00	1.00
58580.00	0.00
58615.00	1.00
58734.00	0.00
58771.00	1.00
58890.00	0.00
58924.00	1.00
58954.00	0.00
58985.00	1.00
59033.00	0.00
59073.00	1.00
59151.00	0.00
59184.00	1.00
60014.00	0.00
60045.00	1.00
60083.00	0.00
60118.00	1.00
60150.00	0.00
60185.00	1.00
60218.00	0.00
60254.00	1.00
60289.00	0.00
60334.00	1.00
60369.00	0.00
60402.00	1.00
60438.00	0.00
60469.00	1.00
60502.00	0.00
60536.00	1.00
60571.00	0.00
60601.00	1.00
60635.00	0.00
60668.00	1.00
60702.00	0.00
60741.00	1.00
60826.00	0.00
60863.00	1.00
60890.00	0.00
60918.00	1.00
60945.00	0.00
60983.00	1.00
61005.00	0.00
61045.00	1.00
61073.00	0.00
61108.00	1.00
61135.00	0.00
61171.00	1.00
61187.00	0.00
61225.00	1.00
61241.00	0.00
61277.00	1.00
61291.00	0.00
61326.00	1.00
61338.00	0.00
61377.00	1.00
61396.00	0.00
61436.00	1.00
61452.00	0.00
61487.00	1.00
61537.00	0.00
61570.00	1.00
61587.00	0.00
61616.00	1.00
61671.00	0.00
61700.00	1.00
61732.00	0.00
61760.00	1.00
61783.00	0.00
61820.00	1.00
61875.00	0.00
61908.00	1.00
61940.00	0.00
61971.00	1.00
61987.00	0.00
62018.00	1.00
62061.00	0.00
62090.00	1.00
62121.00	0.00
62150.00	1.00
62166.00	0.00
62198.00	1.00
62239.00	0.00
62268.00	1.00
62298.00	0.00
62328.00	1.00
62353.00	0.00
62382.00	1.00
62406.00	0.00
62448.00	1.00
62592.00	0.00
62625.00	1.00
62640.00	0.00
62669.00	1.00
62683.00	0.00
62710.00	1.00
62723.00	0.00
62749.00	1.00
62762.00	0.00
62788.00	1.00
62801.00	0.00
62829.00	1.00
62841.00	0.00
62868.00	1.00
62880.00	0.00
62908.00	1.00
62920.00	0.00
62950.00	1.00
63011.00	0.00
63046.00	1.00
63113.00	0.00
63139.00	1.00
63173.00	0.00
63206.00	1.00
63821.00	0.00
63855.00	1.00
63936.00	0.00
63972.00	1.00
63992.00	0.00
64028.00	1.00
64045.00	0.00
64080.00	1.00
64096.00	0.00
64131.00	1.00
64148.00	0.00
64183.00	1.00
64218.00	0.00
64253.00	1.00
64371.00	0.00
64403.00	1.00
64541.00	0.00
64575.00	1.00
64600.00	0.00
64628.00	1.00
64680.00	0.00
64706.00	1.00
64765.00	0.00
64792.00	1.00
65417.00	0.00
65455.00	1.00
65462.00	0.00
65487.00	1.00
65492.00	0.00
65518.00	1.00
65523.00	0.00
65628.00	1.00
65669.00	0.00
65716.00	1.00
65748.00	0.00
65799.00	1.00
65828.00	0.00
65856.00	1.00
65881.00	0.00
65909.00	1.00
65933.00	0.00
65956.00	1.00
65981.00	0.00
66007.00	1.00
66032.00	0.00
66058.00	1.00
66083.00	0.00
66114.00	1.00
66147.00	0.00
66178.00	1.00
66203.00	0.00
66230.00	1.00
66308.00	0.00
66334.00	1.00
66360.00	0.00
66386.00	1.00
66407.00	0.00
66433.00	1.00
66454.00	0.00
66480.00	1.00
66502.00	0.00
66528.00	1.00
66549.00	0.00
66575.00	1.00
66616.00	0.00
66643.00	1.00
66659.00	0.00
66684.00	1.00
66725.00	0.00
66751.00	1.00
66787.00	0.00
66821.00	1.00
66844.00	0.00
66878.00	1.00
66916.00	0.00
66948.00	1.00
66984.00	0.00
67023.00	1.00
67044.00	0.00
67077.00	1.00
67112.00	0.00
67146.00	1.00
67184.00	0.00
67218.00	1.00
67240.00	0.00
67274.00	1.00
67313.00	0.00
67348.00	1.00
67386.00	0.00
67421.00	1.00
67454.00	0.00
67493.00	1.00
67526.00	0.00
67561.00	1.00
67711.00	0.00
67750.00	1.00
67824.00	0.00
67863.00	1.00
67933.00	0.00
67966.00	1.00
68635.00	0.00
68665.00	1.00
68731.00	0.00
68760.00	1.00
68776.00	0.00
68804.00	1.00
68818.00	0.00
68850.00	1.00
68866.00	0.00
68901.00	1.00
68916.00	0.00
69003.00	1.00
69031.00	0.00
69059.00	1.00
69236.00	0.00
69267.00	1.00
69388.00	0.00
69424.00	1.00
69455.00	0.00
69500.00	1.00
69561.00	0.00
69594.00	1.00
69665.00	0.00
69711.00	1.00
70481.00	0.00
70511.00	1.00
70548.00	0.00
70585.00	1.00
70615.00	0.00
70644.00	1.00
70669.00	0.00
70698.00	1.00
70732.00	0.00
70787.00	1.00
70817.00	0.00
70845.00	1.00
70872.00	0.00
70899.00	1.00
70925.00	0.00
70954.00	1.00
70978.00	0.00
71006.00	1.00
71031.00	0.00
71060.00	1.00
71084.00	0.00
71113.00	1.00
71190.00	0.00
71235.00	1.00
71265.00	0.00
71296.00	1.00
71323.00	0.00
71369.00	1.00
71397.00	0.00
71427.00	1.00
71454.00	0.00
71490.00	1.00
71522.00	0.00
71562.00	1.00
71601.00	0.00
71645.00	1.00
71663.00	0.00
71698.00	1.00
71737.00	0.00
71770.00	1.00
71808.00	0.00
71839.00	1.00
71859.00	0.00
71898.00	1.00
71935.00	0.00
71970.00	1.00
72009.00	0.00
72041.00	1.00
72058.00	0.00
72087.00	1.00
72120.00	0.00
72149.00	1.00
72188.00	0.00
72222.00	1.00
72245.00	0.00
72281.00	1.00
72315.00	0.00
72348.00	1.00
72384.00	0.00
72417.00	1.00
72448.00	0.00
72480.00	1.00
72512.00	0.00
72547.00	1.00
72726.00	0.00
72762.00	1.00
72823.00	0.00
72857.00	1.00
72918.00	0.00
72947.00	1.00
73808.00	0.00
73838.00	1.00
73920.00	0.00
73954.00	1.00
73976.00	0.00
74014.00	1.00
74033.00	0.00
74069.00	1.00
74085.00	0.00
74124.00	1.00
74140.00	0.00
74168.00	1.00
74180.00	0.00
74217.00	1.00
74232.00	0.00
74266.00	1.00
74280.00	0.00
74321.00	1.00
74336.00	0.00
74372.00	1.00
74386.00	0.00
74420.00	1.00
74436.00	0.00
74474.00	1.00
74489.00	0.00
74525.00	1.00
74541.00	0.00
74578.00	1.00
74593.00	0.00
74631.00	1.00
74647.00	0.00
74685.00	1.00
74701.00	0.00
74751.00	1.00
74766.00	0.00
74801.00	1.00
74818.00	0.00
74853.00	1.00
74863.00	0.00
74894.00	1.00
74919.00	0.00
74948.00	1.00
75074.00	0.00
75104.00	1.00
75255.00	0.00
75293.00	1.00
75328.00	0.00
75362.00	1.00
75395.00	0.00
75428.00	1.00
75490.00	0.00
75525.00	1.00
75593.00	0.00
75628.00	1.00
76341.00	0.00
76379.00	1.00
76419.00	0.00
76452.00	1.00
76488.00	0.00
76523.00	1.00
76558.00	0.00
76593.00	1.00
76631.00	0.00
76671.00	1.00
76706.00	0.00
76739.00	1.00
76774.00	0.00
76803.00	1.00
76836.00	0.00
76869.00	1.00
76907.00	0.00
76942.00	1.00
76997.00	0.00
77033.00	1.00
77070.00	0.00
77104.00	1.00
77196.00	0.00
77228.00	1.00
77259.00	0.00
77303.00	1.00
77331.00	0.00
77368.00	1.00
77396.00	0.00
77428.00	1.00
77451.00	0.00
77491.00	1.00
77518.00	0.00
77561.00	1.00
77606.00	0.00
77638.00	1.00
77660.00	0.00
77697.00	1.00
77740.00	0.00
77773.00	1.00
77810.00	0.00
77844.00	1.00
77861.00	0.00
77912.00	1.00
77952.00	0.00
78031.00	1.00
78066.00	0.00
78100.00	1.00
78121.00	0.00
78161.00	1.00
78200.00	0.00
78233.00	1.00
78271.00	0.00
78305.00	1.00
78327.00	0.00
78365.00	1.00
78401.00	0.00
78436.00	1.00
78475.00	0.00
78512.00	1.00
78544.00	0.00
78587.00	1.00
78619.00	0.00
78653.00	1.00
78795.00	0.00
78829.00	1.00
78898.00	0.00
78933.00	1.00
79002.00	0.00
79034.00	1.00
79707.00	0.00
79740.00	1.00
79841.00	0.00
79876.00	1.00
79896.00	0.00
79930.00	1.00
79946.00	0.00
79982.00	1.00
79997.00	0.00
80031.00	1.00
80048.00	0.00
80090.00	1.00
80211.00	0.00
80248.00	1.00
80368.00	0.00
80400.00	1.00
80433.00	0.00
80474.00	1.00
80532.00	0.00
80566.00	1.00
80641.00	0.00
80676.00	1.00
81293.00	0.00
81321.00	1.00
81351.00	0.00
81380.00	1.00
81405.00	0.00
81431.00	1.00
81456.00	0.00
81481.00	1.00
81506.00	0.00
81532.00	1.00
81557.00	0.00
81586.00	1.00
81612.00	0.00
81644.00	1.00
81670.00	0.00
81697.00	1.00
81728.00	0.00
81763.00	1.00
81797.00	0.00
81829.00	1.00
81862.00	0.00
81896.00	1.00
81973.00	0.00
82010.00	1.00
82036.00	0.00
82066.00	1.00
82087.00	0.00
82124.00	1.00
82146.00	0.00
82174.00	1.00
82196.00	0.00
82227.00	1.00
82251.00	0.00
82292.00	1.00
82337.00	0.00
82372.00	1.00
82393.00	0.00
82431.00	1.00
82472.00	0.00
82503.00	1.00
82541.00	0.00
82572.00	1.00
82588.00	0.00
82621.00	1.00
82654.00	0.00
82684.00	1.00
82714.00	0.00
82754.00	1.00
82775.00	0.00
82809.00	1.00
82841.00	0.00
82871.00	1.00
82900.00	0.00
82930.00	1.00
82946.00	0.00
82976.00	1.00
83007.00	0.00
83037.00	1.00
83074.00	0.00
83107.00	1.00
83139.00	0.00
83172.00	1.00
83204.00	0.00
83246.00	1.00
83384.00	0.00
83416.00	1.00
83475.00	0.00
83506.00	1.00
83566.00	0.00
83596.00	1.00
84174.00	0.00
84202.00	1.00
84282.00	0.00
84309.00	1.00
84323.00	0.00
84349.00	1.00
84360.00	0.00
84386.00	1.00
84397.00	0.00
84423.00	1.00
84435.00	0.00
84460.00	1.00
84567.00	0.00
84597.00	1.00
84703.00	0.00
84756.00	1.00
84785.00	0.00
84816.00	1.00
84866.00	0.00
84895.00	1.00
84954.00	0.00
84983.00	1.00
85593.00	0.00
85620.00	1.00
85650.00	0.00
85678.00	1.00
85704.00	0.00
85730.00	1.00
85754.00	0.00
85780.00	1.00
85805.00	0.00
85831.00	1.00
85856.00	0.00
85882.00	1.00
85907.00	0.00
85938.00	1.00
85973.00	0.00
86014.00	1.00
86048.00	0.00
86080.00	1.00
86114.00	0.00
86146.00	1.00
86176.00	0.00
86212.00	1.00
86299.00	0.00
86335.00	1.00
86362.00	0.00
86393.00	1.00
86422.00	0.00
86454.00	1.00
86478.00	0.00
86506.00	1.00
86530.00	0.00
86562.00	1.00
86590.00	0.00
86623.00	1.00
86674.00	0.00
86709.00	1.00
86726.00	0.00
86760.00	1.00
86815.00	0.00
86848.00	1.00
86881.00	0.00
86912.00	1.00
86928.00	0.00
86959.00	1.00
86991.00	0.00
87021.00	1.00
87051.00	0.00
87081.00	1.00
87098.00	0.00
87127.00	1.00
87158.00	0.00
87187.00	1.00
87217.00	0.00
87248.00	1.00
87264.00	0.00
87293.00	1.00
87323.00	0.00
87353.00	1.00
87383.00	0.00
87415.00	1.00
87440.00	0.00
87470.00	1.00
87495.00	0.00
87526.00	1.00
87657.00	0.00
87688.00	1.00
87747.00	0.00
87781.00	1.00
87876.00	0.00
87907.00	1.00
88738.00	0.00
88766.00	1.00
88777.00	0.00
88805.00	1.00
88815.00	0.00
88841.00	1.00
88852.00	0.00
88878.00	1.00
